term,text,gold_hard,predicted_hard,pred_confidence,kl_divergence_sample
all,"# # 1105788 . reference note . selected data from the record is as follows : _ x000d _ _ x000d _ ‚ aolithograph by < u > david bomberg < / u > ( 1890 - 1957 ) _ x000d _ _ x000d _ illustration from ‚ aorussian ballet ‚ ao , see circ . 253 - 1972 . _ x000d _ _ x000d _ the third illustration , opposite the text : _ x000d _ _ x000d _ fluttering white hands beat ‚ ai compel . reason concedes .",9,9,0.999913454055786,8.854140469338745e-05
all,"# # 432 . public access description value . this is a plaster cast after michelangelo ' s marble original , 1504 - 06 , in the church of notre - dame , bruges , belgium . the maker of this cast is unknown and this is probably made in bruges , late 1871 . this cast was acquired from the belgian government in 1872 through the international exchange scheme initiated by henry cole . the agreement facilitated exchange between museums across europe of reproductions of objects in their respective countries . the document concluding this agreement , the international convention , was signed by the fifteen crowned princes of europe in 1867 at the paris exhibition . with the aid",9,9,0.999929904937744,7.226676098071039e-05
all,"# # 7046 . physical description ( etc ) . the painting , in opaque watercolour on paper , shows a standing lady in profile facing to the right . she holds a wide - rimmed scalloped translucent wine cup with her right hand while her left hand grasps the neck of a glass wine bottle . she is shown against a dark green ground with a variety of flowering plants at her feet . the dark background rises up to a domed mound near the top of the picture where the sky is suggested by loose brushwork of streaks of grey paint . _ x000d _ _ x000d _ the lady is wearing",9,9,0.999884843826294,0.0001170385075965
all,"# # 73010 . public access description value . costume design by attilio comelli for the footmen in < i > angelo < / i > at the theatre royal drury lane , 1923 . _ x000d _ _ x000d _ < i > angelo : the romance of a great composer < / i > is a play in a prologue and three acts . it was first performed in the apollo theatre , new york before being produced by arthur collins at the theatre royal drury lane in march and april of 1923 . the story is set in the early 1800s and was inspired by the ‚ aothe life of hoffman ‚ ao",9,9,0.99992835521698,7.38362068659626e-05
all,"# # 75306 . physical description ( etc ) . ; large circular cloak of red crepe with vandyked and beaded edge , beads are crumbling . edged at hem with dark red knitted silk cord binding . metal spring clip at neck . ; jerkin / under - doublet with short sleeves with vandyked and beaded edges and close under - sleeves to match , mounted on an old grey tweed waistcoat for wear as an under - doublet , and with flap of red corded silk on right side under belt - hook . ; asymmetrical shoulder - drape of red crepe with van",9,9,0.9999254941940308,7.662994175916538e-05
all,"# # 95407 . public access description value . the shirley chisholm triple t - shirt is from american artist beau mccall ‚ aos 2020 freedom fighter collection . beau mccall is a visual artist based in new york , originally from philadelphia . mccall describes some of his works as ‚ aowearable art ‚ ao and his most well - known pieces consist of customized garments , as well as other objects , embellished with an abundance of assorted buttons . mccall ‚ aos most recent collection of works is his ‚ aotriple t - shirts ‚ ao , in which he combines three t - shirts each featuring a different but related design",2,3,0.2872132956981659,3.522985696792603
all,# # œµœnœ±œπ œºœµ œaœωœµœoœºœ± / [UNK] œ¥œµ [UNK] œ±œaœπœeœnœøœω / œ § œoœaœøœo œωœµœøœω œ¥œπœ¥œøœo œºœøœπ . _ x000d _ < i > barthol [ om√ ¶ us ] ignat [ ius ] de strykert brux [ ellensis ] rhetor / in gymn [ asio ] soc [,4,9,0.9999351501464844,14.98737812042236
all,"##00 . inscription note ( etc ) . ; lettered below the image ; lettered in red below the previous text ; lettered above the image , ' broken ' in black and ' strands ' in pale - blue ; lettered below the image , the first line in black and the second line in pale - blue",9,9,0.999872088432312,0.000129774241941
all,"##0203 . public access description value . ' fire imp ' was made by antony robinson in 1974 as an experiment to create a modern piece of work , using ancient iron - forging techniques . his original training was as a plumber and he taught himself ironworking from fritz kuhn ' s book ' wrought iron ' . however , his grandfather had been a blacksmith on the great western railway and he was taking up what had been a family trade . he began making ironwork in 1964 and ' fire imp ' was his first major piece , which he regarded as marking a very important point in his artistic development . _ x000",11,7,0.7204958200454712,3.775825738906861
all,"##0203 . usage note ( etc ) . ‚ aofire imp ‚ ao was made in 1974 as an experiment to create a modern piece of work , using ancient iron - forging techniques . antony robinson ' s original training was as a plumber and he taught himself ironworking from fritz kuhn ‚ aos book ‚ aowrought iron ‚ ao . he began making ironwork in 1964 and ‚ aofire imp ‚ ao was his first major piece , which he regards as marking a very important point in his artistic development . his father ' s father had been a blacksmith on the g . w . r . , and",12,7,0.5036036372184753,5.827712535858154
