term,text,gold_hard,predicted_hard,pred_confidence,kl_divergence_sample
all,"# # 000d _ _ x000d _ hans burgkmair contributed 67 plates and albrecht altdorfer 38 . other artists were hans springinklee ( 20 plates ) , hans beck ( 7 plates ) and hans sch√ § ufelein ( 2 plates ) . the designs were cut by jost de negker ' s large team of block - cutters , work on the blocks carried out between 1516 and 1519 . blockcutters sometimes signed their name on the back of the blocks ( most of which survive in vienna ) , one of whom was cornelius liefrinck . the programme was worked",2,2,0.6514713764190674,0.4285207986831665
all,"# # 5411 . reference note . the full text of the entry is as follows : _ x000d _ _ x000d _ ' < b > 723 < / b > _ x000d _ < i > pavilion < / i > _ x000d _ pattern book of vinyl papers designed by david bartle , anne berwick , alan dunn , john garnett , john harbour ( ' wandyke ' ) , alan johnston , susan phillips and anne redhead , containing 82 specimens , including different colourways ; each with name of pattern , serial number etc on the back ; interleaved throughout with",2,4,0.9560850262641908,3.957019567489624
all,"# # 58555 . public access description value . this set of zen buddhist robes was donated to the museum by zenk≈c croysdale . zenk≈c croysdale ( 1919 - 2007 ) was an english man , born charles g . croysdale , who lived as a zen novice and priest in japan from 1971 - 1976 . during this period , he stayed in several temples each belonging to different schools of zen buddhism . he chronologically practiced in : antai - ji , kyoto ( soto school ) , ry≈´taku - ji ( rinzai school ) , manpuku - ji , kyoto ,",2,1,0.331369012594223,1.652674794197082
all,"# # 72966 . public access description value . costume design by attilio comelli for the school children in act i of < i > angelo < / i > at the theatre royal drury lane , 1923 . _ x000d _ _ x000d _ < i > angelo : the romance of a great composer < / i > is a play in a prologue and three acts . it was first performed in the apollo theatre , new york before being produced by arthur collins at the theatre royal drury lane in march and april of 1923 . the story is set in the early 1800s and was inspired by the ‚ aothe life",2,2,0.6168374419212341,0.4831486344337463
all,"##0203 . public access description value . ' fire imp ' was made by antony robinson in 1974 as an experiment to create a modern piece of work , using ancient iron - forging techniques . his original training was as a plumber and he taught himself ironworking from fritz kuhn ' s book ' wrought iron ' . however , his grandfather had been a blacksmith on the great western railway and he was taking up what had been a family trade . he began making ironwork in 1964 and ' fire imp ' was his first major piece , which he regarded as marking a very important point in his artistic development . _ x000",7,0,0.9440654516220092,8.238479614257812
all,"##07gg ' ( inscribed black ) , ' wedgwood / made in / england / 6e35 ' ( impressed ) , ' wedgwood / etruria england ' ( printed green ) , ' a177787 / 2 ' ( inscribed red ) , ' p ' ( impressed )",2,2,0.957027554512024,0.0439223982393741
all,"##09339 . public access description value . designer rouben ter - arutunian worked regularly at the american shakespeare festival at statford connecticut from 1956 . this costume design was for the theatre ' s 1960 production of shakespeare ' s < i > antony and cleopatra < / i > starring robert ryan and katharine hepburn . caldwell titcomb , reviewing the production in the < i > harvard crimson < / i > , described rouben ter - arutunian ' s designs as ' basic but effective settings and stunning costumes ( which range from a black - and - gold tent - like shroud in which",2,2,0.7597000598907471,0.2748307883739471
all,"##1139936 . physical description ( etc ) . one of six sketches made for the caricature < i > connoisseurs examining a collection of george morland ' s < / i > ; first idea for the principal figure , said to be john julius angerstein ; sketched in black chalk .",2,2,0.9488359093666076,0.0525187067687511
all,"##1155342 . inscription content ( etc ) . ' family fun for / 2 to 5 players / ages 8 to adult / in search of identity / an exciting way to discover black heritage ' ; ' in search of / identity / the identity book / a quick , easy - to - read / fact book '",0,0,0.9711631536483764,0.0292598940432071
all,"##1491547 . physical description ( etc ) . poster features a black background with the words ' white city ' in white . below this there are anagrams of white city spelling out differing phrases . title , artist , further information and transport for london logos appear in the upper and lower quarters of the poster .",2,2,0.8970020413398743,0.1086964160203933
